,symbol,ens_gene
3727,XYLB,ENSG00000093217
3728,ACVR2B-AS1,ENSG00000229589
3729,ACVR2B,ENSG00000114739
3730,EXOG,ENSG00000157036
3731,SCN5A,ENSG00000183873
3732,SCN11A,ENSG00000168356
3733,WDR48,ENSG00000114742
3734,GORASP1,ENSG00000114745
3735,TTC21A,ENSG00000168026
3736,CSRNP1,ENSG00000144655
3737,XIRP1,ENSG00000168334
3738,CX3CR1,ENSG00000168329
3739,SLC25A38,ENSG00000144659
3740,RPSA,ENSG00000168028
3741,MOBP,ENSG00000168314
3742,MYRIP,ENSG00000170011
3743,EIF1B,ENSG00000114784
3744,ENTPD3-AS1,ENSG00000223797
3745,ENTPD3,ENSG00000168032
3746,RPL14,ENSG00000188846
3747,RP11-391M1.4,ENSG00000272452
3748,ZNF619,ENSG00000177873
3749,ZNF620,ENSG00000177842
3750,ZNF621,ENSG00000172888
3751,RP11-761N21.1,ENSG00000231873
3752,CTNNB1,ENSG00000168036
3753,ULK4,ENSG00000168038
3754,TRAK1,ENSG00000182606
3755,CCK,ENSG00000187094
3756,VIPR1,ENSG00000114812
3757,SEC22C,ENSG00000093183
3758,SS18L2,ENSG00000008324
3759,NKTR,ENSG00000114857
3760,RP4-613B23.1,ENSG00000230084
3761,ZBTB47,ENSG00000114853
3762,CCDC13,ENSG00000244607
3763,HHATL,ENSG00000010282
3764,HIGD1A,ENSG00000181061
3765,RP11-70C1.1,ENSG00000225611
3766,ACKR2,ENSG00000144648
3767,KRBOX1-1,ENSG00000240747
3768,ZNF662,ENSG00000182983
3769,FAM198A,ENSG00000144649
3770,POMGNT2,ENSG00000144647
3771,SNRK,ENSG00000163788
3772,RP11-188P20.3,ENSG00000271941
3773,SNRK-AS1,ENSG00000234617
3774,ANO10,ENSG00000160746
3775,ABHD5,ENSG00000011198
3776,RP4-555D20.2,ENSG00000261786
3777,RP11-424N24.2,ENSG00000271937
3778,TCAIM,ENSG00000179152
3779,LINC00694,ENSG00000225873
3780,ZNF445,ENSG00000185219
3781,ZNF852,ENSG00000178917
3782,ZKSCAN7,ENSG00000196345
3783,RP11-944L7.4,ENSG00000236869
3784,ZNF660,ENSG00000144792
3785,ZNF197,ENSG00000186448
3786,ZNF35,ENSG00000169981
3787,RP11-348P10.2,ENSG00000272077
3788,ZNF502,ENSG00000196653
3789,ZNF501,ENSG00000186446
3790,KIAA1143,ENSG00000163807
3791,KIF15,ENSG00000163808
3792,TMEM42,ENSG00000169964
3793,TGM4,ENSG00000163810
3794,ZDHHC3,ENSG00000163812
3795,EXOSC7,ENSG00000075914
3796,CDCP1,ENSG00000163814
3797,TMEM158,ENSG00000249992
3798,LARS2,ENSG00000011376
3799,LIMD1,ENSG00000144791
3800,LIMD1-AS1,ENSG00000230530
3801,SACM1L,ENSG00000211456
3802,SLC6A20,ENSG00000163817
3803,LZTFL1,ENSG00000163818
3804,FYCO1,ENSG00000163820
3805,CCR1,ENSG00000163823
3806,CCRL2,ENSG00000121797
3807,LTF,ENSG00000012223
3808,LRRC2,ENSG00000163827
3809,TDGF1,ENSG00000241186
3810,ALS2CL,ENSG00000178038
3811,TMIE,ENSG00000181585
3812,PRSS50,ENSG00000206549
3813,PRSS46,ENSG00000261603
3814,PRSS45,ENSG00000188086
3815,PTH1R,ENSG00000160801
3816,CCDC12,ENSG00000160799
3817,NBEAL2,ENSG00000160796
3818,SETD2,ENSG00000181555
3819,KIF9-AS1,ENSG00000227398
3820,KIF9,ENSG00000088727
3821,KLHL18,ENSG00000114648
3822,RP11-708J19.1,ENSG00000260236
3823,PTPN23,ENSG00000076201
3824,SCAP,ENSG00000114650
3825,ELP6,ENSG00000163832
3826,CSPG5,ENSG00000114646
3827,SMARCC1,ENSG00000173473
3828,DHX30,ENSG00000132153
3829,MAP4,ENSG00000047849
3830,CDC25A,ENSG00000164045
3831,ZNF589,ENSG00000164048
3832,NME6,ENSG00000172113
3833,FBXW12,ENSG00000164049
3834,PLXNB1,ENSG00000164050
3835,CCDC51,ENSG00000164051
3836,TMA7,ENSG00000232112
3837,ATRIP,ENSG00000164053
3838,TREX1,ENSG00000213689
3839,SHISA5,ENSG00000164054
3840,PFKFB4,ENSG00000114268
3841,UCN2,ENSG00000145040
3842,COL7A1,ENSG00000114270
3843,UQCRC1,ENSG00000010256
3844,SLC26A6,ENSG00000225697
3845,CELSR3,ENSG00000008300
3846,RP11-148G20.1,ENSG00000228350
3847,NCKIPSD,ENSG00000213672
3848,RP11-572O6.1,ENSG00000271973
3849,IP6K2,ENSG00000068745
3850,PRKAR2A,ENSG00000114302
3851,PRKAR2A-AS1,ENSG00000224424
3852,SLC25A20,ENSG00000178537
3853,ARIH2OS,ENSG00000221883
3854,ARIH2,ENSG00000177479
3855,RP13-131K19.1,ENSG00000235236
3856,RP13-131K19.2,ENSG00000223343
3857,RP13-131K19.7,ENSG00000273211
3858,P4HTM,ENSG00000178467
3859,WDR6,ENSG00000178252
3860,DALRD3,ENSG00000178149
3861,NDUFAF3,ENSG00000178057
3862,IMPDH2,ENSG00000178035
3863,RP13-131K19.6,ENSG00000272434
3864,QRICH1,ENSG00000198218
3865,QARS,ENSG00000172053
3866,USP19,ENSG00000172046
3867,LAMB2,ENSG00000172037
3868,CCDC71,ENSG00000177352
3869,KLHDC8B,ENSG00000185909
3870,CCDC36,ENSG00000173421
3871,C3orf62,ENSG00000188315
3872,USP4,ENSG00000114316
3873,GPX1,ENSG00000233276
3874,RHOA,ENSG00000067560
3875,TCTA,ENSG00000145022
3876,AMT,ENSG00000145020
3877,NICN1-AS1,ENSG00000235261
3878,NICN1,ENSG00000145029
3879,DAG1,ENSG00000173402
3880,BSN-AS2,ENSG00000226913
3881,BSN,ENSG00000164061
3882,APEH,ENSG00000164062
3883,MST1,ENSG00000173531
3884,RNF123,ENSG00000164068
3885,AMIGO3,ENSG00000176020
3886,GMPPB,ENSG00000173540
3887,IP6K1,ENSG00000176095
3888,CDHR4,ENSG00000187492
3889,FAM212A,ENSG00000185614
3890,UBA7,ENSG00000182179
3891,TRAIP,ENSG00000183763
3892,CAMKV,ENSG00000164076
3893,MST1R,ENSG00000164078
3894,MON1A,ENSG00000164077
3895,RBM6,ENSG00000004534
3896,RBM5,ENSG00000003756
3897,SEMA3F,ENSG00000001617
3898,GNAI2,ENSG00000114353
3899,U73166.2,ENSG00000230454
3900,SEMA3B-AS1,ENSG00000232352
3901,LSMEM2,ENSG00000179564
3902,IFRD2,ENSG00000214706
3903,HYAL3,ENSG00000186792
3904,NAT6,ENSG00000243477
3905,HYAL1,ENSG00000114378
3906,HYAL2,ENSG00000068001
3907,TUSC2,ENSG00000114383
3908,RASSF1,ENSG00000068028
3909,ZMYND10,ENSG00000004838
3910,NPRL2,ENSG00000114388
3911,CYB561D2,ENSG00000114395
3912,TMEM115,ENSG00000126062
3913,CACNA2D2,ENSG00000007402
3914,XXcos-LUCA11.4,ENSG00000271858
3915,C3orf18,ENSG00000088543
3916,HEMK1,ENSG00000114735
3917,CISH,ENSG00000114737
3918,MAPKAPK3,ENSG00000114738
3919,RP11-804H8.6,ENSG00000273356
3920,DOCK3,ENSG00000088538
3921,MANF,ENSG00000145050
3922,RBM15B,ENSG00000179837
3923,VPRBP,ENSG00000145041
3924,RAD54L2,ENSG00000164080
3925,TEX264,ENSG00000164081
3926,GRM2,ENSG00000164082
3927,RRP9,ENSG00000114767
3928,PARP3,ENSG00000041880
3929,GPR62,ENSG00000180929
3930,PCBP4,ENSG00000090097
3931,ABHD14B,ENSG00000114779
3932,ABHD14A,ENSG00000248487
3933,ACY1,ENSG00000243989
3934,RPL29,ENSG00000162244
3935,DUSP7,ENSG00000164086
3936,POC1A,ENSG00000164087
3937,ALAS1,ENSG00000023330
3938,TWF2,ENSG00000247596
3939,RP5-1157M23.2,ENSG00000243224
3940,PPM1M,ENSG00000164088
3941,WDR82,ENSG00000164091
3942,GLYCTK,ENSG00000168237
3943,DNAH1,ENSG00000114841
3944,BAP1,ENSG00000163930
3945,PHF7,ENSG00000010318
3946,SEMA3G,ENSG00000010319
3947,TNNC1,ENSG00000114854
3948,NISCH,ENSG00000010322
3949,STAB1,ENSG00000010327
3950,NT5DC2,ENSG00000168268
3951,SMIM4,ENSG00000168273
3952,PBRM1,ENSG00000163939
3953,GNL3,ENSG00000163938
3954,GLT8D1,ENSG00000016864
3955,SPCS1,ENSG00000114902
3956,NEK4,ENSG00000114904
3957,ITIH3,ENSG00000162267
3958,ITIH4,ENSG00000055955
3959,TMEM110-MUSTN1,ENSG00000248592
3960,TMEM110,ENSG00000213533
3961,SFMBT1,ENSG00000163935
3962,RP11-894J14.5,ENSG00000272305
3963,RFT1,ENSG00000163933
3964,PRKCD,ENSG00000163932
3965,TKT,ENSG00000163931
3966,DCP1A,ENSG00000162290
3967,CACNA1D,ENSG00000157388
3968,RP11-884K10.6,ENSG00000271916
3969,CHDH,ENSG00000016391
3970,IL17RB,ENSG00000056736
3971,RP11-884K10.7,ENSG00000271976
3972,ACTR8,ENSG00000113812
3973,SELK,ENSG00000113811
3974,CACNA2D3,ENSG00000157445
3975,LRTM1,ENSG00000144771
3976,WNT5A,ENSG00000114251
3977,WNT5A-AS1,ENSG00000244586
3978,ERC2,ENSG00000187672
3979,CCDC66,ENSG00000180376
3980,FAM208A,ENSG00000163946
3981,ARHGEF3,ENSG00000163947
3982,SPATA12,ENSG00000186451
3983,RP11-157F20.3,ENSG00000272202
3984,IL17RD,ENSG00000144730
3985,HESX1,ENSG00000163666
3986,APPL1,ENSG00000157500
3987,DNAH12,ENSG00000174844
3988,PDE12,ENSG00000174840
3989,ARF4,ENSG00000168374
3990,RP11-755B10.4,ENSG00000272146
3991,DENND6A,ENSG00000174839
3992,RP11-755B10.2,ENSG00000239801
3993,RP11-755B10.3,ENSG00000241933
3994,SLMAP,ENSG00000163681
3995,FLNB,ENSG00000136068
3996,FLNB-AS1,ENSG00000244161
3997,DNASE1L3,ENSG00000163687
3998,ABHD6,ENSG00000163686
3999,RPP14,ENSG00000163684
4000,PXK,ENSG00000168297
4001,PDHB,ENSG00000168291
4002,RP11-802O23.3,ENSG00000272182
4003,RP11-359I18.5,ENSG00000272360
4004,KCTD6,ENSG00000168301
4005,ACOX2,ENSG00000168306
4006,FAM107A,ENSG00000168309
4007,FAM3D,ENSG00000198643
4008,C3orf67,ENSG00000163689
4009,RP11-147N17.1,ENSG00000242428
4010,FHIT,ENSG00000189283
4011,PTPRG,ENSG00000144724
4012,C3orf14,ENSG00000114405
4013,FEZF2,ENSG00000153266
4014,CADPS,ENSG00000163618
4015,LINC00698,ENSG00000244342
4016,SYNPR,ENSG00000163630
4017,C3orf49,ENSG00000163632
4018,THOC7,ENSG00000163634
4019,ATXN7,ENSG00000163635
4020,PSMD6-AS2,ENSG00000239653
4021,RP11-245J9.5,ENSG00000271843
4022,PSMD6,ENSG00000163636
4023,RP11-245J9.4,ENSG00000243410
4024,RP11-245J9.6,ENSG00000272181
4025,RP11-129B22.1,ENSG00000241111
4026,PRICKLE2,ENSG00000163637
4027,ADAMTS9,ENSG00000163638
4028,ADAMTS9-AS2,ENSG00000241684
4029,MAGI1,ENSG00000151276
4030,SLC25A26,ENSG00000144741
4031,LRIG1,ENSG00000144749
4032,KBTBD8,ENSG00000163376
4033,SUCLG2,ENSG00000172340
4034,RP11-81N13.1,ENSG00000241316
4035,FAM19A1,ENSG00000183662
4036,FAM19A4,ENSG00000163377
4037,EOGT,ENSG00000163378
4038,CTD-2013N24.2,ENSG00000244513
4039,TMF1,ENSG00000144747
4040,UBA3,ENSG00000144744
4041,ARL6IP5,ENSG00000144746
4042,LMOD3,ENSG00000163380
4043,FRMD4B,ENSG00000114541
4044,MITF,ENSG00000187098
4045,FOXP1,ENSG00000114861
4046,RP11-154H23.3,ENSG00000270562
4047,EIF4E3,ENSG00000163412
4048,GPR27,ENSG00000170837
4049,LINC00877,ENSG00000241163
4050,LINC00870,ENSG00000243083
4051,RP11-433A10.3,ENSG00000272774
4052,RYBP,ENSG00000163602
4053,SHQ1,ENSG00000144736
4054,GXYLT2,ENSG00000172986
4055,PPP4R2,ENSG00000163605
4056,EBLN2,ENSG00000255423
4057,PDZRN3,ENSG00000121440
4058,CNTN3,ENSG00000113805
4059,RP11-803B1.8,ENSG00000272690
4060,CTD-2026G6.3,ENSG00000272710
4061,LINC00960,ENSG00000242516
4062,ZNF717,ENSG00000227124
4063,ROBO2,ENSG00000185008
4064,ROBO1,ENSG00000169855
4065,RP11-47P18.1,ENSG00000242828
4066,RP11-47P18.2,ENSG00000242781
4067,GBE1,ENSG00000114480
4068,CADM2,ENSG00000175161
4069,VGLL3,ENSG00000206538
4070,CHMP2B,ENSG00000083937
4071,RP11-451B8.1,ENSG00000239572
4072,HTR1F,ENSG00000179097
4073,CGGBP1,ENSG00000163320
4074,RP11-159G9.5,ENSG00000229729
4075,ZNF654,ENSG00000175105
4076,C3orf38,ENSG00000179021
4077,EPHA3,ENSG00000044524
4078,PROS1,ENSG00000184500
4079,ARL13B,ENSG00000169379
4080,STX19,ENSG00000178750
4081,DHFRL1,ENSG00000178700
4082,NSUN3,ENSG00000178694
4083,MTRNR2L12,ENSG00000269028
4084,EPHA6,ENSG00000080224
4085,ARL6,ENSG00000113966
4086,CRYBG3,ENSG00000233280
4087,CRYBG3-1,ENSG00000080200
4088,MINA,ENSG00000170854
4089,CLDND1,ENSG00000080822
4090,CPOX,ENSG00000080819
4091,ST3GAL6-AS1,ENSG00000239445
4092,ST3GAL6,ENSG00000064225
4093,DCBLD2,ENSG00000057019
4094,LINC00973,ENSG00000240476
4095,COL8A1,ENSG00000144810
4096,RP11-383I23.2,ENSG00000273374
4097,CMSS1,ENSG00000184220
4098,FILIP1L,ENSG00000168386
4099,TBC1D23,ENSG00000036054
4100,NIT2,ENSG00000114021
4101,RP11-114I8.4,ENSG00000273488
4102,TOMM70A,ENSG00000154174
4103,LNP1,ENSG00000206535
4104,TMEM45A,ENSG00000181458
4105,GPR128,ENSG00000144820
4106,TFG,ENSG00000114354
4107,ABI3BP,ENSG00000154175
4108,IMPG2,ENSG00000081148
4109,SENP7,ENSG00000138468
4110,TRMT10C,ENSG00000174173
4111,PCNP,ENSG00000081154
4112,ZBTB11,ENSG00000066422
4113,ZBTB11-AS1,ENSG00000256628
4114,RPL24,ENSG00000114391
4115,CEP97,ENSG00000182504
4116,NXPE3,ENSG00000144815
4117,NFKBIZ,ENSG00000144802
4118,RP11-221J22.2,ENSG00000241280
4119,ZPLD1,ENSG00000170044
4120,ALCAM,ENSG00000170017
4121,CBLB,ENSG00000114423
4122,LINC00882,ENSG00000242759
4123,LINC00883,ENSG00000243701
4124,RP11-446H18.6,ENSG00000272597
4125,RP11-115H18.1,ENSG00000273125
4126,BBX,ENSG00000114439
4127,LINC00636,ENSG00000240423
4128,CD47,ENSG00000196776
4129,RP11-861A13.4,ENSG00000271856
4130,IFT57,ENSG00000114446
4131,HHLA2,ENSG00000114455
4132,MYH15,ENSG00000144821
4133,KIAA1524,ENSG00000163507
4134,DZIP3,ENSG00000198919
4135,GUCA1C,ENSG00000138472
4136,LINC00488,ENSG00000214381
4137,RP11-553A10.1,ENSG00000206532
4138,PVRL3-AS1,ENSG00000242242
4139,PVRL3,ENSG00000177707
4140,CD96,ENSG00000153283
4141,PLCXD2,ENSG00000240891
4142,PHLDB2,ENSG00000144824
4143,ABHD10,ENSG00000144827
4144,TAGLN3,ENSG00000144834
4145,TMPRSS7,ENSG00000176040
4146,C3orf52,ENSG00000114529
4147,RP11-757F18.5,ENSG00000261488
4148,SLC9C1,ENSG00000172139
4149,RP11-90K6.1,ENSG00000239482
4150,CD200,ENSG00000091972
4151,ATG3,ENSG00000144848
4152,SLC35A5,ENSG00000138459
4153,RP11-572C15.6,ENSG00000272761
4154,CCDC80,ENSG00000091986
4155,CD200R1,ENSG00000163606
4156,RP11-484K9.4,ENSG00000272844
4157,GTPBP8,ENSG00000163607
4158,C3orf17,ENSG00000163608
4159,RP11-572M11.4,ENSG00000240057
4160,BOC,ENSG00000144857
4161,WDR52,ENSG00000206530
4162,SPICE1,ENSG00000163611
4163,SIDT1,ENSG00000072858
4164,SIDT1-AS1,ENSG00000239453
4165,KIAA2018,ENSG00000176542
4166,NAA50,ENSG00000121579
4167,RP11-271C24.2,ENSG00000242659
4168,ATP6V1A,ENSG00000114573
4169,GRAMD1C,ENSG00000178075
4170,RP11-255E6.6,ENSG00000273394
4171,ZDHHC23,ENSG00000184307
4172,KIAA1407,ENSG00000163617
4173,QTRTD1,ENSG00000151576
4174,RP11-553L6.2,ENSG00000241490
4175,ZNF80,ENSG00000174255
4176,TIGIT,ENSG00000181847
4177,RP11-553L6.5,ENSG00000259976
4178,ZBTB20,ENSG00000181722
4179,ZBTB20-AS2,ENSG00000241295
4180,ZBTB20-AS4,ENSG00000242767
4181,RP11-190P13.2,ENSG00000242880
4182,GAP43,ENSG00000172020
4183,LSAMP,ENSG00000185565
4184,LSAMP-AS1,ENSG00000240922
4185,RP11-384F7.2,ENSG00000239268
4186,RP11-768G7.2,ENSG00000241213
4187,IGSF11,ENSG00000144847
4188,UPK1B,ENSG00000114638
4189,B4GALT4,ENSG00000121578
4190,ARHGAP31,ENSG00000031081
4191,ARHGAP31-AS1,ENSG00000241155
4192,TMEM39A,ENSG00000176142
4193,POGLUT1,ENSG00000163389
4194,RP11-190C22.8,ENSG00000272662
4195,TIMMDC1,ENSG00000113845
4196,RP11-190C22.9,ENSG00000272967
4197,ADPRH,ENSG00000144843
4198,PLA1A,ENSG00000144837
4199,POPDC2,ENSG00000121577
4200,COX17,ENSG00000138495
4201,MAATS1,ENSG00000183833
4202,NR1I2,ENSG00000144852
4203,GSK3B,ENSG00000082701
4204,RP11-18H7.1,ENSG00000242622
4205,LRRC58,ENSG00000163428
4206,FSTL1,ENSG00000163430
4207,NDUFB4,ENSG00000065518
4208,HGD,ENSG00000113924
4209,RABL3,ENSG00000144840
4210,GTF2E1,ENSG00000153767
4211,STXBP5L,ENSG00000145087
4212,POLQ,ENSG00000051341
4213,HCLS1,ENSG00000180353
4214,GOLGB1,ENSG00000173230
4215,IQCB1,ENSG00000173226
4216,EAF2,ENSG00000145088
4217,SLC15A2,ENSG00000163406
4218,ILDR1,ENSG00000145103
4219,CD86,ENSG00000114013
4220,CASR,ENSG00000036828
4221,CSTA,ENSG00000121552
4222,CCDC58,ENSG00000160124
4223,FAM162A,ENSG00000114023
4224,WDR5B,ENSG00000196981
4225,RP11-299J3.8,ENSG00000272758
4226,KPNA1,ENSG00000114030
4227,PARP9,ENSG00000138496
4228,DTX3L,ENSG00000163840
4229,PARP15,ENSG00000173200
4230,PARP14,ENSG00000173193
4231,HSPBAP1,ENSG00000169087
4232,DIRC2,ENSG00000138463
4233,RP11-67L2.2,ENSG00000273033
4234,PDIA5,ENSG00000065485
4235,SEC22A,ENSG00000121542
4236,RP11-797D24.3,ENSG00000273454
4237,ADCY5,ENSG00000173175
4238,RP11-797D24.4,ENSG00000272678
4239,PTPLB,ENSG00000206527
4240,MYLK-AS1,ENSG00000239523
4241,MYLK,ENSG00000065534
4242,CCDC14,ENSG00000175455
4243,KALRN,ENSG00000160145
4244,UMPS,ENSG00000114491
4245,RP11-71H17.9,ENSG00000272947
4246,ITGB5,ENSG00000082781
4247,MUC13,ENSG00000173702
4248,HEG1,ENSG00000173706
4249,SLC12A8,ENSG00000221955
4250,ZNF148,ENSG00000163848
4251,SNX4,ENSG00000114520
4252,OSBPL11,ENSG00000144909
4253,RP11-379B18.5,ENSG00000241288
4254,RP11-666A20.4,ENSG00000248787
4255,ALG1L,ENSG00000189366
4256,ROPN1B,ENSG00000114547
4257,SLC41A3,ENSG00000114544
4258,ALDH1L1,ENSG00000144908
4259,KLF15,ENSG00000163884
4260,ZXDC,ENSG00000070476
4261,UROC1,ENSG00000159650
4262,TXNRD3,ENSG00000197763
4263,CHCHD6,ENSG00000159685
4264,PLXNA1,ENSG00000114554
4265,TPRA1,ENSG00000163870
4266,MCM2,ENSG00000073111
4267,PODXL2,ENSG00000114631
4268,ABTB1,ENSG00000114626
4269,MGLL,ENSG00000074416
4270,KBTBD12,ENSG00000187715
4271,SEC61A1,ENSG00000058262
4272,RUVBL1,ENSG00000175792
4273,EEFSEC,ENSG00000132394
4274,GATA2,ENSG00000179348
4275,RP11-475N22.4,ENSG00000244300
4276,RPN1,ENSG00000163902
4277,RAB7A,ENSG00000075785
4278,RP11-723O4.9,ENSG00000261159
4279,ACAD9,ENSG00000177646
4280,KIAA1257,ENSG00000114656
4281,EFCC1,ENSG00000114654
4282,RAB43,ENSG00000172780
4283,RP11-434H6.6,ENSG00000273174
4284,ISY1,ENSG00000240682
4285,RP11-434H6.7,ENSG00000273437
4286,CNBP,ENSG00000169714
4287,COPG1,ENSG00000181789
4288,HMCES,ENSG00000183624
4289,H1FX,ENSG00000184897
4290,H1FX-AS1,ENSG00000206417
4291,EFCAB12,ENSG00000172771
4292,MBD4,ENSG00000129071
4293,IFT122,ENSG00000163913
4294,PLXND1,ENSG00000004399
4295,TMCC1,ENSG00000172765
4296,TMCC1-AS1,ENSG00000271270
4297,TRH,ENSG00000170893
4298,RP11-77P16.4,ENSG00000249846
4299,PIK3R4,ENSG00000196455
4300,ATP2C1,ENSG00000017260
4301,ASTE1,ENSG00000034533
4302,NEK11,ENSG00000114670
4303,NUDT16,ENSG00000198585
4304,MRPL3,ENSG00000114686
4305,RP11-517B11.4,ENSG00000248468
4306,CPNE4,ENSG00000196353
4307,ACPP,ENSG00000014257
4308,DNAJC13,ENSG00000138246
4309,ACAD11,ENSG00000240303
4310,NPHP3,ENSG00000113971
4311,ACKR4,ENSG00000129048
4312,UBA5,ENSG00000081307
4313,NPHP3-AS1,ENSG00000248724
4314,TMEM108,ENSG00000144868
4315,BFSP2,ENSG00000170819
4316,CDV3,ENSG00000091527
4317,TOPBP1,ENSG00000163781
4318,TF,ENSG00000091513
4319,SRPRB,ENSG00000144867
4320,RAB6B,ENSG00000154917
4321,SLCO2A1,ENSG00000174640
4322,RYK,ENSG00000163785
4323,RP11-375I20.6,ENSG00000260633
4324,AMOTL2,ENSG00000114019
4325,ANAPC13,ENSG00000129055
4326,CEP63,ENSG00000182923
4327,EPHB1,ENSG00000154928
4328,KY,ENSG00000174611
4329,PPP2R3A,ENSG00000073711
4330,RP11-305O4.3,ENSG00000273455
4331,MSL2,ENSG00000174579
4332,PCCB,ENSG00000114054
4333,STAG1,ENSG00000118007
4334,RP11-102M11.2,ENSG00000261758
4335,SLC35G2,ENSG00000168917
4336,RP11-731C17.2,ENSG00000273486
4337,RP11-85F14.5,ENSG00000239213
4338,NCK1,ENSG00000158092
4339,IL20RB,ENSG00000174564
4340,CLDN18,ENSG00000066405
4341,RP11-461M2.2,ENSG00000272609
4342,DZIP1L,ENSG00000158163
4343,DBR1,ENSG00000138231
4344,ARMC8,ENSG00000114098
4345,NME9,ENSG00000181322
4346,MRAS,ENSG00000158186
4347,ESYT3,ENSG00000158220
4348,CEP70,ENSG00000114107
4349,FAIM,ENSG00000158234
4350,PIK3CB,ENSG00000051382
4351,FOXL2,ENSG00000183770
4352,MRPS22,ENSG00000175110
4353,RP11-219D15.3,ENSG00000272656
4354,COPB2,ENSG00000184432
4355,RP11-319G6.1,ENSG00000248932
4356,RBP2,ENSG00000114113
4357,RBP1,ENSG00000114115
4358,NMNAT3,ENSG00000163864
4359,CLSTN2,ENSG00000158258
4360,SLC25A36,ENSG00000114120
4361,SPSB4,ENSG00000175093
4362,ACPL2,ENSG00000155893
4363,ZBTB38,ENSG00000177311
4364,RASA2,ENSG00000155903
4365,RP11-340E6.1,ENSG00000242104
4366,RNF7,ENSG00000114125
4367,GRK7,ENSG00000114124
4368,ATP1B3,ENSG00000069849
4369,RP11-271K21.11,ENSG00000269905
4370,TFDP2,ENSG00000114126
4371,RP11-485G4.2,ENSG00000272565
4372,GK5,ENSG00000175066
4373,XRN1,ENSG00000114127
4374,ATR,ENSG00000175054
4375,PLS1,ENSG00000120756
4376,TRPC1,ENSG00000144935
4377,PCOLCE2,ENSG00000163710
4378,RP11-372E1.6,ENSG00000241570
4379,U2SURP,ENSG00000163714
4380,RP11-91G21.1,ENSG00000268129
4381,CHST2,ENSG00000175040
4382,SLC9A9,ENSG00000181804
4383,C3orf58,ENSG00000181744
4384,RP11-88H10.2,ENSG00000244358
4385,RP11-88H10.3,ENSG00000240095
4386,RP11-274H2.3,ENSG00000240032
4387,PLOD2,ENSG00000152952
4388,PLSCR4,ENSG00000114698
4389,PLSCR2,ENSG00000163746
4390,PLSCR1,ENSG00000188313
4391,AGTR1,ENSG00000144891
4392,CPB1,ENSG00000153002
4393,CPA3,ENSG00000163751
4394,GYG1,ENSG00000163754
4395,HLTF,ENSG00000071794
4396,HPS3,ENSG00000163755
4397,CP,ENSG00000047457
4398,TM4SF18,ENSG00000163762
4399,TM4SF1,ENSG00000169908
4400,TM4SF1-AS1,ENSG00000240541
4401,TM4SF4,ENSG00000169903
4402,WWTR1,ENSG00000018408
4403,WWTR1-AS1,ENSG00000241313
4404,COMMD2,ENSG00000114744
4405,ANKUB1,ENSG00000206199
4406,RNF13,ENSG00000082996
4407,PFN2,ENSG00000070087
4408,AC117395.1,ENSG00000268175
4409,RP11-651P23.5,ENSG00000242791
4410,snoU13,ENSG00000243321
4411,RP11-167H9.6,ENSG00000244541
4412,RP11-483E7.1,ENSG00000243550
4413,TSC22D2,ENSG00000196428
4414,SERP1,ENSG00000120742
4415,EIF2A,ENSG00000144895
4416,SELT,ENSG00000198843
4417,FAM194A,ENSG00000163645
4418,RP11-103G8.2,ENSG00000240137
4419,SIAH2,ENSG00000181788
4420,MED12L,ENSG00000144893
4421,GPR171,ENSG00000174946
4422,GPR87,ENSG00000138271
4423,IGSF10,ENSG00000152580
4424,AADAC,ENSG00000114771
4425,SUCNR1,ENSG00000198829
4426,MBNL1,ENSG00000152601
4427,MBNL1-AS1,ENSG00000229619
4428,P2RY1,ENSG00000169860
4429,RP11-38P22.2,ENSG00000241732
4430,RAP2B,ENSG00000181467
4431,ARHGEF26,ENSG00000114790
4432,DHX36,ENSG00000174953
4433,GPR149,ENSG00000174948
4434,MME,ENSG00000196549
4435,RP11-451G4.2,ENSG00000240045
4436,PLCH1,ENSG00000114805
4437,C3orf33,ENSG00000174928
4438,SLC33A1,ENSG00000169359
4439,GMPS,ENSG00000163655
4440,KCNAB1,ENSG00000169282
4441,RP11-305K5.1,ENSG00000272990
4442,SSR3,ENSG00000114850
4443,TIPARP-AS1,ENSG00000243926
4444,TIPARP,ENSG00000163659
4445,LINC00886,ENSG00000240875
4446,LEKR1,ENSG00000197980
4447,LINC00880,ENSG00000243629
4448,RP11-6F2.5,ENSG00000241544
4449,LINC00881,ENSG00000241135
4450,CCNL1,ENSG00000163660
4451,VEPH1,ENSG00000197415
4452,PTX3,ENSG00000163661
4453,C3orf55,ENSG00000174899
4454,SHOX2,ENSG00000168779
4455,RSRC1,ENSG00000174891
4456,RP11-538P18.2,ENSG00000243150
4457,MLF1,ENSG00000178053
4458,GFM1,ENSG00000168827
4459,LXN,ENSG00000079257
4460,RP11-379F4.7,ENSG00000272087
4461,RP11-379F4.6,ENSG00000272440
4462,RARRES1,ENSG00000118849
4463,MFSD1,ENSG00000118855
4464,RP11-379F4.4,ENSG00000240207
4465,RP11-379F4.9,ENSG00000272247
4466,IQCJ-SCHIP1,ENSG00000250588
4467,SCHIP1,ENSG00000151967
4468,IL12A-AS1,ENSG00000244040
4469,IL12A,ENSG00000168811
4470,C3orf80,ENSG00000180044
4471,RP11-432B6.3,ENSG00000248710
4472,IFT80,ENSG00000068885
4473,SMC4,ENSG00000113810
4474,TRIM59,ENSG00000213186
